Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
201100250,E03,20046385,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:33:10 AM,04/19/2020 02:33:49 AM,04/19/2020 02:34:05 AM,04/19/2020 02:35:56 AM,,,,Code 2 Transport,04/19/2020 02:40:08 AM,OFARRELL ST/LARKIN ST,San Francisco,94109,B04,03,1642,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,6,Tenderloin,"(37.78516721469871, -122.41790141135981)",201100250-E03
201100250,54,20046385,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:33:10 AM,04/19/2020 02:33:49 AM,04/19/2020 02:34:05 AM,04/19/2020 02:34:11 AM,04/19/2020 02:38:44 AM,04/19/2020 02:51:29 AM,04/19/2020 02:53:41 AM,Code 2 Transport,04/19/2020 03:23:02 AM,OFARRELL ST/LARKIN ST,San Francisco,94109,B04,03,1642,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,6,Tenderloin,"(37.78516721469871, -122.41790141135981)",201100250-54
201100241,72,20046384,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:21:39 AM,04/19/2020 02:21:39 AM,04/19/2020 02:27:03 AM,04/19/2020 02:27:08 AM,04/19/2020 02:36:30 AM,04/19/2020 03:04:04 AM,04/19/2020 03:04:07 AM,Code 2 Transport,04/19/2020 03:16:04 AM,2400 Block of GEARY BLVD,San Francisco,94115,B05,10,4261,B,2,2,true,Non Life-threatening,1,MEDIC,1,5,2,Lone Mountain/USF,"(37.78264602607548, -122.44358098745111)",201100241-72
201100231,KM07,20046383,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:11:48 AM,04/19/2020 02:15:02 AM,04/19/2020 02:16:13 AM,04/19/2020 02:16:55 AM,04/19/2020 02:40:47 AM,04/19/2020 02:55:25 AM,04/19/2020 03:16:14 AM,Code 2 Transport,04/19/2020 03:51:32 AM,0 Block of PATTON ST,San Francisco,94110,B06,32,5631,2,2,2,false,Non Life-threatening,1,PRIVATE,1,6,9,Bernal Heights,"(37.737893821321556, -122.42300055726743)",201100231-KM07
201100229,RC1,20046382,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:13:26 AM,04/19/2020 02:13:52 AM,04/19/2020 02:14:11 AM,04/19/2020 02:16:04 AM,,,,Against Medical Advice,04/19/2020 02:18:33 AM,EDDY ST/TAYLOR ST,San Francisco,94102,B03,03,1453,E,E,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,3,3,6,Tenderloin,"(37.784141012187746, -122.41095162028206)",201100229-RC1
201100229,E01,20046382,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:13:26 AM,04/19/2020 02:13:52 AM,04/19/2020 02:14:11 AM,04/19/2020 02:16:44 AM,,,,Against Medical Advice,04/19/2020 02:18:36 AM,EDDY ST/TAYLOR ST,San Francisco,94102,B03,03,1453,E,E,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,Tenderloin,"(37.784141012187746, -122.41095162028206)",201100229-E01
201100229,70,20046382,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:13:26 AM,04/19/2020 02:13:52 AM,04/19/2020 02:14:11 AM,04/19/2020 02:14:38 AM,04/19/2020 02:17:52 AM,,,Against Medical Advice,04/19/2020 02:56:34 AM,EDDY ST/TAYLOR ST,San Francisco,94102,B03,03,1453,E,E,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Tenderloin,"(37.784141012187746, -122.41095162028206)",201100229-70
201100227,66,20046380,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:07:34 AM,04/19/2020 02:13:38 AM,04/19/2020 02:15:13 AM,04/19/2020 02:15:17 AM,04/19/2020 02:37:00 AM,,,Patient Declined Transport,04/19/2020 03:29:09 AM,100 Block of CLAY ST,San Francisco,94111,B01,13,1133,2,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Financial District/South Beach,"(37.795335295764204, -122.39736219917738)",201100227-66
201100227,54,20046380,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:07:34 AM,04/19/2020 02:13:38 AM,04/19/2020 03:30:00 AM,04/19/2020 03:30:06 AM,,,,Patient Declined Transport,04/19/2020 03:35:21 AM,100 Block of CLAY ST,San Francisco,94111,B01,13,1133,2,2,2,true,Non Life-threatening,1,MEDIC,2,1,3,Financial District/South Beach,"(37.795335295764204, -122.39736219917738)",201100227-54
201100222,AM120,20046379,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:11:25 AM,04/19/2020 02:11:25 AM,04/19/2020 02:12:16 AM,04/19/2020 02:12:31 AM,04/19/2020 02:21:11 AM,04/19/2020 02:45:10 AM,04/19/2020 02:52:37 AM,Code 2 Transport,04/19/2020 03:27:30 AM,TURK ST/TAYLOR ST,San Francisco,94102,B03,01,1365,A,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,3,6,Tenderloin,"(37.783214310975886, -122.41076482836525)",201100222-AM120
201100211,54,20046378,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:06:45 AM,04/19/2020 02:06:45 AM,04/19/2020 02:07:56 AM,04/19/2020 02:08:00 AM,,,,Cancelled,04/19/2020 02:11:38 AM,FRANKLIN ST/GEARY BL,San Francisco,94109,B04,03,3222,B,2,2,true,Non Life-threatening,1,MEDIC,1,4,5,Western Addition,"(37.785482243686445, -122.42302755565194)",201100211-54
201100210,KM03,20046377,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:04:31 AM,04/19/2020 02:06:27 AM,04/19/2020 02:07:21 AM,04/19/2020 02:07:37 AM,04/19/2020 02:21:25 AM,,,Against Medical Advice,04/19/2020 02:36:14 AM,0 Block of THOMAS MORE WAY,San Francisco,94132,B08,33,8773,2,2,2,false,Non Life-threatening,1,PRIVATE,1,8,7,Lakeshore,"(37.71226466642348, -122.47293243797152)",201100210-KM03
201100209,87,20046376,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:06:00 AM,04/19/2020 02:06:00 AM,04/19/2020 02:06:50 AM,04/19/2020 02:06:57 AM,04/19/2020 02:31:13 AM,04/19/2020 02:50:24 AM,04/19/2020 03:07:43 AM,Code 2 Transport,04/19/2020 03:38:04 AM,500 Block of ARBALLO DR,San Francisco,94132,B08,19,8583,A,2,2,true,Non Life-threatening,1,MEDIC,1,8,7,Lakeshore,"(37.71691325734307, -122.48317098406937)",201100209-87
201100206,QRV1,20046375,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:03:09 AM,04/19/2020 02:04:45 AM,04/19/2020 02:05:21 AM,04/19/2020 02:05:37 AM,04/19/2020 02:12:01 AM,,,Against Medical Advice,04/19/2020 02:29:36 AM,0 Block of RIZAL ST,San Francisco,94107,B03,01,2175,3,3,3,true,Non Life-threatening,1,SUPPORT,1,3,6,South of Market,"(37.78182211103099, -122.39929198555598)",201100206-QRV1
201100206,67,20046375,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:03:09 AM,04/19/2020 02:04:45 AM,04/19/2020 02:05:21 AM,04/19/2020 02:06:04 AM,04/19/2020 02:12:56 AM,,,Against Medical Advice,04/19/2020 03:16:27 AM,0 Block of RIZAL ST,San Francisco,94107,B03,01,2175,3,3,3,true,Non Life-threatening,1,MEDIC,2,3,6,South of Market,"(37.78182211103099, -122.39929198555598)",201100206-67
201100200,E32,20046374,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:01:30 AM,04/19/2020 02:01:30 AM,04/19/2020 02:02:12 AM,04/19/2020 02:04:03 AM,04/19/2020 02:07:13 AM,,,Code 2 Transport,04/19/2020 02:22:34 AM,400 Block of CHENERY ST,San Francisco,94131,B06,32,8127,A,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,8,Glen Park,"(37.735931347818976, -122.42956750221529)",201100200-E32
201100200,76,20046374,Medical Incident,04/19/2020,04/18/2020,04/19/2020 02:01:30 AM,04/19/2020 02:01:30 AM,04/19/2020 02:02:12 AM,04/19/2020 02:02:17 AM,04/19/2020 02:09:17 AM,04/19/2020 02:25:44 AM,04/19/2020 02:37:10 AM,Code 2 Transport,04/19/2020 03:16:41 AM,400 Block of CHENERY ST,San Francisco,94131,B06,32,8127,A,3,3,true,Potentially Life-Threatening,1,MEDIC,2,6,8,Glen Park,"(37.735931347818976, -122.42956750221529)",201100200-76
201100191,58,20046373,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:50:11 AM,04/19/2020 01:50:11 AM,04/19/2020 01:50:35 AM,04/19/2020 01:50:48 AM,04/19/2020 02:05:47 AM,04/19/2020 02:17:40 AM,04/19/2020 02:28:52 AM,Code 2 Transport,04/19/2020 03:10:12 AM,2400 Block of 23RD AVE,San Francisco,94116,B08,40,7442,A,2,2,true,Non Life-threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.74193142905729, -122.47984362637793)",201100191-58
201100172,E24,20046372,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:38:45 AM,04/19/2020 01:40:40 AM,04/19/2020 01:41:20 AM,04/19/2020 01:41:38 AM,04/19/2020 01:43:13 AM,,,Patient Declined Transport,04/19/2020 01:54:50 AM,600 Block of GRAND VIEW AV,San Francisco,94114,B06,24,5543,3,2,2,false,Non Life-threatening,1,ENGINE,1,6,8,Noe Valley,"(37.74997400619032, -122.44258186652293)",201100172-E24
201100172,68,20046372,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:38:45 AM,04/19/2020 01:40:40 AM,04/19/2020 01:41:20 AM,04/19/2020 01:41:29 AM,04/19/2020 01:48:15 AM,,,Patient Declined Transport,04/19/2020 02:40:25 AM,600 Block of GRAND VIEW AV,San Francisco,94114,B06,24,5543,3,2,2,true,Non Life-threatening,1,MEDIC,2,6,8,Noe Valley,"(37.74997400619032, -122.44258186652293)",201100172-68
201100156,62,20046371,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:27:55 AM,04/19/2020 01:27:55 AM,04/19/2020 01:29:10 AM,04/19/2020 01:29:17 AM,04/19/2020 01:46:08 AM,04/19/2020 01:50:35 AM,04/19/2020 02:01:18 AM,Code 2 Transport,04/19/2020 02:39:03 AM,1100 Block of MISSION ST,San Francisco,94103,B02,01,2318,A,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,South of Market,"(37.777712440431586, -122.41273670742505)",201100156-62
201100154,T06,20046370,Alarms,04/19/2020,04/18/2020,04/19/2020 01:23:13 AM,04/19/2020 01:24:57 AM,04/19/2020 01:26:01 AM,04/19/2020 01:28:24 AM,,,,Fire,04/19/2020 01:30:50 AM,0 Block of 12TH ST,San Francisco,94103,B02,36,5116,3,3,3,false,Alarm,1,TRUCK,3,2,6,Mission,"(37.774094856688166, -122.42000143696421)",201100154-T06
201100154,E36,20046370,Alarms,04/19/2020,04/18/2020,04/19/2020 01:23:13 AM,04/19/2020 01:24:57 AM,04/19/2020 01:26:01 AM,04/19/2020 01:28:08 AM,04/19/2020 01:29:20 AM,,,Fire,04/19/2020 01:31:48 AM,0 Block of 12TH ST,San Francisco,94103,B02,36,5116,3,3,3,true,Alarm,1,ENGINE,1,2,6,Mission,"(37.774094856688166, -122.42000143696421)",201100154-E36
201100154,B02,20046370,Alarms,04/19/2020,04/18/2020,04/19/2020 01:23:13 AM,04/19/2020 01:24:57 AM,04/19/2020 01:26:01 AM,04/19/2020 01:28:22 AM,04/19/2020 01:29:44 AM,,,Fire,04/19/2020 01:31:48 AM,0 Block of 12TH ST,San Francisco,94103,B02,36,5116,3,3,3,false,Alarm,1,CHIEF,2,2,6,Mission,"(37.774094856688166, -122.42000143696421)",201100154-B02
201100153,E37,20046369,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:24:48 AM,04/19/2020 01:24:48 AM,04/19/2020 01:25:06 AM,04/19/2020 01:26:35 AM,,,,Code 2 Transport,04/19/2020 01:26:49 AM,700 Block of ARKANSAS ST,San Francisco,94107,B10,37,2543,B,3,3,true,Potentially Life-Threatening,1,ENGINE,2,10,10,Potrero Hill,"(37.756624575350536, -122.39796925353899)",201100153-E37
201100153,74,20046369,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:24:48 AM,04/19/2020 01:24:48 AM,04/19/2020 01:25:06 AM,04/19/2020 01:25:11 AM,04/19/2020 01:30:16 AM,04/19/2020 01:48:51 AM,04/19/2020 02:05:44 AM,Code 2 Transport,04/19/2020 02:37:38 AM,700 Block of ARKANSAS ST,San Francisco,94107,B10,37,2543,B,3,3,true,Potentially Life-Threatening,1,MEDIC,1,10,10,Potrero Hill,"(37.756624575350536, -122.39796925353899)",201100153-74
201100138,KM03,20046368,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:17:01 AM,04/19/2020 01:17:01 AM,04/19/2020 01:17:39 AM,04/19/2020 01:18:18 AM,04/19/2020 01:29:38 AM,04/19/2020 01:35:18 AM,04/19/2020 01:47:36 AM,Code 2 Transport,04/19/2020 01:59:15 AM,400 Block of 31ST AVE,San Francisco,94121,B07,14,7237,A,2,2,false,Non Life-threatening,1,PRIVATE,1,7,1,Outer Richmond,"(37.78075775369213, -122.49130205470276)",201100138-KM03
201100135,T02,20046367,Alarms,04/19/2020,04/18/2020,04/19/2020 01:11:37 AM,04/19/2020 01:13:58 AM,04/19/2020 01:15:51 AM,04/19/2020 01:17:30 AM,04/19/2020 01:29:42 AM,,,Fire,04/19/2020 01:29:54 AM,900 Block of CALIFORNIA ST,San Francisco,94108,B01,41,1418,3,3,3,false,Alarm,1,TRUCK,3,1,3,Nob Hill,"(37.791884329767754, -122.40998357203958)",201100135-T02
201100135,E41,20046367,Alarms,04/19/2020,04/18/2020,04/19/2020 01:11:37 AM,04/19/2020 01:13:58 AM,04/19/2020 01:15:51 AM,04/19/2020 01:17:57 AM,04/19/2020 01:19:05 AM,,,Fire,04/19/2020 01:27:33 AM,900 Block of CALIFORNIA ST,San Francisco,94108,B01,41,1418,3,3,3,true,Alarm,1,ENGINE,1,1,3,Nob Hill,"(37.791884329767754, -122.40998357203958)",201100135-E41
201100135,B01,20046367,Alarms,04/19/2020,04/18/2020,04/19/2020 01:11:37 AM,04/19/2020 01:13:58 AM,04/19/2020 01:15:51 AM,04/19/2020 01:18:21 AM,04/19/2020 01:20:15 AM,,,Fire,04/19/2020 01:26:40 AM,900 Block of CALIFORNIA ST,San Francisco,94108,B01,41,1418,3,3,3,false,Alarm,1,CHIEF,2,1,3,Nob Hill,"(37.791884329767754, -122.40998357203958)",201100135-B01
201100131,T12,20046366,Alarms,04/19/2020,04/18/2020,04/19/2020 01:06:11 AM,04/19/2020 01:08:44 AM,04/19/2020 01:08:52 AM,04/19/2020 01:11:39 AM,04/19/2020 01:16:36 AM,,,Fire,04/19/2020 01:26:16 AM,100 Block of GARDENSIDE DR,San Francisco,94131,B06,24,5287,3,3,3,false,Alarm,1,TRUCK,2,6,8,Twin Peaks,"(37.75414014118082, -122.44481422201535)",201100131-T12
201100131,E24,20046366,Alarms,04/19/2020,04/18/2020,04/19/2020 01:06:11 AM,04/19/2020 01:08:44 AM,04/19/2020 01:08:52 AM,04/19/2020 01:10:26 AM,04/19/2020 01:14:25 AM,,,Fire,04/19/2020 01:36:49 AM,100 Block of GARDENSIDE DR,San Francisco,94131,B06,24,5287,3,3,3,false,Alarm,1,ENGINE,1,6,8,Twin Peaks,"(37.75414014118082, -122.44481422201535)",201100131-E24
201100131,B05,20046366,Alarms,04/19/2020,04/18/2020,04/19/2020 01:06:11 AM,04/19/2020 01:08:44 AM,04/19/2020 01:08:52 AM,04/19/2020 01:11:02 AM,04/19/2020 01:16:38 AM,,,Fire,04/19/2020 01:26:10 AM,100 Block of GARDENSIDE DR,San Francisco,94131,B06,24,5287,3,3,3,false,Alarm,1,CHIEF,3,6,8,Twin Peaks,"(37.75414014118082, -122.44481422201535)",201100131-B05
201100126,77,20046365,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:05:12 AM,04/19/2020 01:05:12 AM,04/19/2020 01:06:19 AM,04/19/2020 01:06:26 AM,04/19/2020 01:22:35 AM,04/19/2020 01:45:01 AM,04/19/2020 01:50:55 AM,Code 2 Transport,04/19/2020 02:23:44 AM,15TH ST/MISSION ST,San Francisco,94103,B02,07,5279,C,2,2,true,Non Life-threatening,1,MEDIC,1,2,9,Mission,"(37.76667360149273, -122.41982523540455)",201100126-77
201100125,E36,20046364,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:01:20 AM,04/19/2020 01:04:04 AM,04/19/2020 01:04:52 AM,04/19/2020 01:07:23 AM,04/19/2020 01:10:16 AM,,,Code 2 Transport,04/19/2020 01:14:27 AM,300 Block of FULTON ST,San Francisco,94102,B02,36,3264,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Hayes Valley,"(37.778797887284476, -122.42252070216878)",201100125-E36
201100125,95,20046364,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:01:20 AM,04/19/2020 01:04:04 AM,04/19/2020 01:04:52 AM,04/19/2020 01:05:00 AM,04/19/2020 01:10:30 AM,04/19/2020 01:35:42 AM,04/19/2020 01:50:06 AM,Code 2 Transport,04/19/2020 02:20:11 AM,300 Block of FULTON ST,San Francisco,94102,B02,36,3264,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,5,Hayes Valley,"(37.778797887284476, -122.42252070216878)",201100125-95
201100120,E16,20046363,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:01:14 AM,04/19/2020 01:03:16 AM,04/19/2020 01:04:05 AM,04/19/2020 01:05:51 AM,04/19/2020 01:09:21 AM,,,No Merit,04/19/2020 01:20:00 AM,2400 Block of FILBERT ST,San Francisco,94123,B04,16,4116,3,3,3,true,Non Life-threatening,1,ENGINE,1,4,2,Marina,"(37.797552306616126, -122.43979997111371)",201100120-E16
201100120,54,20046363,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:01:14 AM,04/19/2020 01:03:16 AM,04/19/2020 01:04:05 AM,04/19/2020 01:04:08 AM,04/19/2020 01:18:52 AM,,,No Merit,04/19/2020 01:35:13 AM,2400 Block of FILBERT ST,San Francisco,94123,B04,16,4116,3,3,3,true,Non Life-threatening,1,MEDIC,2,4,2,Marina,"(37.797552306616126, -122.43979997111371)",201100120-54
201100117,AM122,20046362,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:00:04 AM,04/19/2020 01:01:42 AM,04/19/2020 01:05:53 AM,04/19/2020 01:06:12 AM,04/19/2020 01:17:39 AM,04/19/2020 01:42:15 AM,04/19/2020 01:53:53 AM,Code 2 Transport,04/19/2020 02:35:11 AM,1500 Block of LOMBARD ST,San Francisco,94123,B04,16,3244,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,4,2,Marina,"(37.800874692335874, -122.426979094147)",201100117-AM122
201100117,54,20046362,Medical Incident,04/19/2020,04/18/2020,04/19/2020 01:00:04 AM,04/19/2020 01:01:42 AM,04/19/2020 01:02:03 AM,04/19/2020 01:02:37 AM,,,,Code 2 Transport,04/19/2020 01:03:56 AM,1500 Block of LOMBARD ST,San Francisco,94123,B04,16,3244,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,4,2,Marina,"(37.800874692335874, -122.426979094147)",201100117-54
201100068,76,20046361,Medical Incident,04/19/2020,04/18/2020,04/19/2020 12:32:50 AM,04/19/2020 12:36:03 AM,04/19/2020 12:37:39 AM,04/19/2020 12:38:16 AM,04/19/2020 12:56:34 AM,04/19/2020 01:21:32 AM,04/19/2020 01:21:33 AM,Code 2 Transport,04/19/2020 01:31:25 AM,1100 Block of VAN NESS AVE,San Francisco,94109,B04,03,3161,2,2,2,true,Non Life-threatening,1,MEDIC,1,4,5,Western Addition,"(37.78613312812516, -122.42164707420811)",201100068-76
201100066,87,20046360,Medical Incident,04/19/2020,04/18/2020,04/19/2020 12:33:49 AM,04/19/2020 12:35:30 AM,04/19/2020 12:36:58 AM,04/19/2020 12:37:03 AM,04/19/2020 12:50:27 AM,04/19/2020 01:03:49 AM,04/19/2020 01:07:52 AM,Code 2 Transport,04/19/2020 01:40:14 AM,1300 Block of ELLIS ST,San Francisco,94115,B02,05,3431,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Western Addition,"(37.78263390830373, -122.42992597107734)",201100066-87
201100065,E07,20046359,Medical Incident,04/19/2020,04/18/2020,04/19/2020 12:34:15 AM,04/19/2020 12:35:26 AM,04/19/2020 12:35:56 AM,04/19/2020 12:37:56 AM,04/19/2020 12:40:05 AM,,,Code 2 Transport,04/19/2020 12:43:51 AM,3000 Block of 16TH ST,San Francisco,94103,B02,07,5236,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,9,Mission,"(37.76504135417862, -122.42074619058751)",201100065-E07
201100065,66,20046359,Medical Incident,04/19/2020,04/18/2020,04/19/2020 12:34:15 AM,04/19/2020 12:35:26 AM,04/19/2020 12:35:56 AM,04/19/2020 12:36:01 AM,04/19/2020 12:41:00 AM,04/19/2020 12:53:41 AM,04/19/2020 01:02:19 AM,Code 2 Transport,04/19/2020 01:50:56 AM,3000 Block of 16TH ST,San Francisco,94103,B02,07,5236,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,9,Mission,"(37.76504135417862, -122.42074619058751)",201100065-66
201100053,KM07,20046358,Traffic Collision,04/19/2020,04/18/2020,04/19/2020 12:24:45 AM,04/19/2020 12:29:06 AM,04/19/2020 12:29:54 AM,04/19/2020 12:30:27 AM,04/19/2020 12:36:47 AM,04/19/2020 12:58:25 AM,04/19/2020 01:22:09 AM,Code 2 Transport,04/19/2020 01:48:20 AM,500 Block of JUNIPERO SERRA BL,San Francisco,94127,B09,19,8451,3,3,3,false,Non Life-threatening,1,PRIVATE,2,9,7,West of Twin Peaks,"(37.72780504189038, -122.47217989001055)",201100053-KM07
201100053,E19,20046358,Traffic Collision,04/19/2020,04/18/2020,04/19/2020 12:24:45 AM,04/19/2020 12:29:06 AM,04/19/2020 12:29:54 AM,04/19/2020 12:31:50 AM,04/19/2020 12:35:37 AM,,,Code 2 Transport,04/19/2020 12:46:34 AM,500 Block of JUNIPERO SERRA BL,San Francisco,94127,B09,19,8451,3,3,3,true,Non Life-threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.72780504189038, -122.47217989001055)",201100053-E19
201100034,QRV1,20046357,Medical Incident,04/19/2020,04/18/2020,04/19/2020 12:18:37 AM,04/19/2020 12:19:40 AM,04/19/2020 12:20:31 AM,04/19/2020 12:20:36 AM,04/19/2020 12:24:51 AM,,,Code 2 Transport,04/19/2020 12:34:59 AM,700 Block of EDDY ST,San Francisco,94102,B02,03,3163,3,3,3,true,Non Life-threatening,1,SUPPORT,2,2,6,Tenderloin,"(37.78294352358201, -122.41998844130423)",201100034-QRV1
201100034,86,20046357,Medical Incident,04/19/2020,04/18/2020,04/19/2020 12:18:37 AM,04/19/2020 12:19:40 AM,04/19/2020 12:20:31 AM,04/19/2020 12:20:45 AM,04/19/2020 12:24:27 AM,04/19/2020 01:20:28 AM,04/19/2020 01:32:50 AM,Code 2 Transport,04/19/2020 02:02:49 AM,700 Block of EDDY ST,San Francisco,94102,B02,03,3163,3,3,3,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.78294352358201, -122.41998844130423)",201100034-86
201100024,50,20046356,Medical Incident,04/19/2020,04/18/2020,04/19/2020 12:10:34 AM,04/19/2020 12:13:13 AM,04/19/2020 12:13:41 AM,04/19/2020 12:13:58 AM,04/19/2020 12:22:29 AM,04/19/2020 12:39:45 AM,04/19/2020 12:43:19 AM,Code 2 Transport,04/19/2020 01:17:10 AM,3500 Block of JOSE SARRIA CT,San Francisco,94114,B05,06,5252,2,2,2,true,Non Life-threatening,1,MEDIC,1,5,8,Castro/Upper Market,"(37.76424989172088, -122.43201489379024)",201100024-50
201100018,67,20046355,Medical Incident,04/19/2020,04/18/2020,04/19/2020 12:10:45 AM,04/19/2020 12:10:45 AM,04/19/2020 12:11:17 AM,04/19/2020 12:11:20 AM,04/19/2020 12:27:37 AM,04/19/2020 12:40:09 AM,04/19/2020 12:45:11 AM,Code 2 Transport,04/19/2020 01:12:29 AM,300 Block of EDDY ST,San Francisco,94102,B02,03,1540,C,2,2,true,Non Life-threatening,1,MEDIC,1,2,6,Tenderloin,"(37.783834437414136, -122.4129305220591)",201100018-67
201102106,E29,20046590,Medical Incident,04/19/2020,04/19/2020,04/19/2020 03:49:37 PM,04/19/2020 03:49:37 PM,04/19/2020 03:49:52 PM,04/19/2020 03:51:04 PM,04/19/2020 03:54:35 PM,,,Code 3 Transport,04/19/2020 04:41:26 PM,1200 Block of HARRISON ST,San Francisco,94103,B03,29,2333,B,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,"(37.77333765612392, -122.40914851003154)",201102106-E29
201102106,81,20046590,Medical Incident,04/19/2020,04/19/2020,04/19/2020 03:49:37 PM,04/19/2020 03:49:37 PM,04/19/2020 03:49:52 PM,04/19/2020 03:50:03 PM,04/19/2020 03:56:40 PM,04/19/2020 04:22:06 PM,04/19/2020 04:27:39 PM,Code 3 Transport,04/19/2020 05:16:04 PM,1200 Block of HARRISON ST,San Francisco,94103,B03,29,2333,B,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,"(37.77333765612392, -122.40914851003154)",201102106-81
201102083,E23,20046589,Medical Incident,04/19/2020,04/19/2020,04/19/2020 03:39:13 PM,04/19/2020 03:41:43 PM,04/19/2020 03:42:14 PM,04/19/2020 03:42:53 PM,04/19/2020 03:44:32 PM,,,Code 2 Transport,04/19/2020 04:11:02 PM,3500 Block of VICENTE ST,San Francisco,94116,B08,23,7732,3,3,3,true,Non Life-threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.738082276083674, -122.50489773854272)",201102083-E23
201102083,55,20046589,Medical Incident,04/19/2020,04/19/2020,04/19/2020 03:39:13 PM,04/19/2020 03:41:43 PM,04/19/2020 03:42:14 PM,04/19/2020 03:42:34 PM,04/19/2020 03:49:42 PM,04/19/2020 04:03:48 PM,04/19/2020 04:41:39 PM,Code 2 Transport,04/19/2020 05:27:44 PM,3500 Block of VICENTE ST,San Francisco,94116,B08,23,7732,3,3,3,true,Non Life-threatening,1,MEDIC,2,8,4,Sunset/Parkside,"(37.738082276083674, -122.50489773854272)",201102083-55
201102079,RC5,20046588,Medical Incident,04/19/2020,04/19/2020,04/19/2020 03:38:38 PM,04/19/2020 03:41:06 PM,04/19/2020 03:41:36 PM,04/19/2020 03:42:06 PM,04/19/2020 03:48:02 PM,,,Patient Declined Transport,04/19/2020 04:11:38 PM,1200 Block of MARKET ST,San Francisco,94103,B02,36,2317,3,3,3,true,Non Life-threatening,1,RESCUE CAPTAIN,1,2,6,South of Market,"(37.778036510820826, -122.41542910091165)",201102079-RC5
201102079,EMS6C,20046588,Medical Incident,04/19/2020,04/19/2020,04/19/2020 03:38:38 PM,04/19/2020 03:41:06 PM,04/19/2020 04:06:02 PM,04/19/2020 04:06:02 PM,04/19/2020 04:08:24 PM,,,Patient Declined Transport,04/19/2020 04:31:49 PM,1200 Block of MARKET ST,San Francisco,94103,B02,36,2317,3,3,3,false,Non Life-threatening,1,CHIEF,3,2,6,South of Market,"(37.778036510820826, -122.41542910091165)",201102079-EMS6C
